5.0	18.0
5.1	18.0
5.2	20.0
5.3	20.0
5.4	20.0
5.5	22.0
5.6	28.0
5.7	33.0
5.8	41.0
5.9	48.0
6.0	58.0
6.1	64.0
6.2	72.0
6.3	76.0
6.4	85.0
6.5	94.0
6.6	101.0
6.7	107.0
6.8	112.0
6.9	117.0
7.0	121.0
7.1	127.0
7.2	132.0
7.3	138.0
7.4	147.0
7.5	150.0
7.6	150.0
7.7	159.0
7.8	162.0
7.9	164.0
8.0	162.0
8.1	170.0
8.2	175.0
8.3	172.0
8.4	174.0
8.5	175.0
8.6	175.0
8.7	176.0
8.8	179.0
8.9	181.0
9.0	190.0
9.1	188.0
9.2	189.0
9.3	195.0
9.4	200.0
9.5	194.0
9.6	192.0
9.7	194.0
9.8	198.0
9.9	198.0
10.0	196.0
